book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
Gen,9,21,7,אָהֳלֽ/וֹ\׃,"K= 'o.ho.Lo/h (אָהֳלֹ/ה\׃) ""tent/ his"" (H0168G/H9023\H9016=HNcbsc/Sp3ms)",H0168G H9023 H9016,HNcmsc Sp3ms,H0168G H9023 H9016,HNcbsc Sp3ms
Gen,12,8,8,אָהְָל֑/וֹ,"K= 'o.ho.Lo/h (אָהֳלֹ/ה) ""tent/ his"" (H0168G/H9023=HNcbsc/Sp3ms)",H0168G H9023,HNcmsc Sp3ms,H0168G H9023,HNcbsc Sp3ms
Gen,13,3,12,אָֽהֳל/וֹ֙,"K= 'o.ho.lo/h (אָהֳלֹ/ה) ""tent/ his"" (H0168G/H9023=HNcbsc/Sp3ms)",H0168G H9023,HNcmsc Sp3ms,H0168G H9023,HNcbsc Sp3ms
Gen,27,29,3,וְ/יִֽשְׁתַּחֲו֤וּ,"K= ve./yish.ta.chu (וְ/יִשְׁתַּחוּ) ""and/ may it bow down"" (H9002/H7812=HC/Vvu3ms)",H7812,Vvu3mp,H7812,Vvu3ms
Gen,35,21,4,אָֽהֳל֔/וֹ,"K= 'o.ho.Lo/h (אָהֳלֹ/ה) ""tent/ his"" (H0168G/H9023=HNcbsc/Sp3ms)",H0168G H9023,HNcmsc Sp3ms,H0168G H9023,HNcbsc Sp3ms
Gen,43,28,8,וַ/יִּֽשְׁתַּחֲוּֽוּ\׃,"K= va/i.yish.ta.chu (וַ/יִּשְׁתַּחוּ\׃) ""and/ he bowed down"" (H9001/H7812\H9016=Hc/Vvw3ms)",H7812 H9016,Vvw3mp,H7812 H9016,Vvw3ms
Gen,49,11,3,עִיר֔/וֹ,"K= i.ro/h (עִירֹ/ה) ""donkey/ his"" (H5895/H9023=HNcbsc/Sp3ms)",H5895 H9023,HNcmsc Sp3ms,H5895 H9023,HNcbsc Sp3ms
Gen,49,11,12,סוּתֽ/וֹ\׃,"K= su.to/h (סוּתֹ/ה\׃) ""robe/ his"" (H5497/H9023\H9016=HNcbsc/Sp3ms)",H5497 H9023 H9016,HNcmsc Sp3ms,H5497 H9023 H9016,HNcbsc Sp3ms
Exo,16,2,1,וַ/יִּלּ֜וֹנוּ,"K= va/i.yi.li.nu (וַ/יַּלִּינוּ) ""and/ they caused to grumble"" (H9001/H3885B=Hc/Vhw3mp)",H3885B,VNw3mp,H3885B,Vhw3mp
Exo,16,7,14,תַלִּ֖ינוּ,"K= ta.lo.nu (תִלּוֹנוּ) ""you will grumble"" (H3885B=HVqi2mp)",H3885B,HVhi2mp,H3885B,HVqi2mp
Exo,22,5,9,בְּעִיר֔/וֹ,"K= be.'i.ra/h (בְּעִירֹ/ה) ""cattle/ his"" (H1165/H9023=HNcbsc/Sp3ms)",H1165 H9023,HNcmsc Sp3ms,H1165 H9023,HNcbsc Sp3ms
Exo,27,11,8,וְ/עַמּוּדָ֣י/ו,"K= ve./'am.d/u (וְ/עַמְדּ/וּ) ""and/ pillar/ its"" (H9002/H5982G/H9023=HC/Ncmsc/Sp3ms)",H5982G H9023,Ncmpc Sp3ms,H5982G H9023,Ncmsc Sp3ms
Exo,28,28,4,מִֽ/טַּבְּעֹתָ֞י/ו,"K= mi./ta.be.'o.to/v (מִ/טַּבְּעֹת/וֹ) ""from/ ring/ its"" (H9006/H2885/H9023=HR/Ncfsc/Sp3ms)",H9006 H2885 H9023,HR Ncfpc Sp3ms,H9006 H2885 H9023,HR Ncfsc Sp3ms
Exo,32,17,6,בְּ/רֵע֑/וֹ,"K= be./re.'O/h (בְּ/רֵעֹ/ה) ""in/ shouting/ its"" (H9003/H7452/H9023=HR/Ncbsc/Sp3ms)",H9003 H7452 H9023,HR Ncmsc Sp3ms,H9003 H7452 H9023,HR Ncbsc Sp3ms
Exo,32,19,14,מִ/יָּדָי/ו֙,"K= mi./ya.do/v (מִ/יָּד/וֹ) ""from/ hand/ his"" (H9006/H3027G/H9023=HR/Ncbsc/Sp3ms)",H9006 H3027G H9023,HR Ncbdc Sp3ms,H9006 H3027G H9023,HR Ncbsc Sp3ms
Exo,35,11,12,בְּרִיחָ֕י/ו,"K= be.ri.Cha/v (בְּרִיח/וֹ) ""bar/ its"" (H1280/H9023=HNcmsc/Sp3ms)",H1280 H9023,HNcmpc Sp3ms,H1280 H9023,HNcmsc Sp3ms
Exo,39,33,13,בְּרִיחָ֖י/ו,"K= be.ri.cho/v (בְּרִיח/וֹ) ""bar/ its"" (H1280/H9023=HNcmsc/Sp3ms)",H1280 H9023,HNcmpc Sp3ms,H1280 H9023,HNcmsc Sp3ms
Lev,9,22,4,יָדָ֛י/ו,"K= ya.do/v (יָד/וֹ) ""hand/ his"" (H3027S/H9023=HNcbsc/Sp3ms)",H3027S H9023,HNcbdc Sp3ms,H3027S H9023,HNcbsc Sp3ms
Lev,16,21,5,יָדָ֗י/ו,"K= ya.do/v (יָד/וֹ) ""hand/ his"" (H3027G/H9023=HNcbsc/Sp3ms)",H3027G H9023,HNcbdc Sp3ms,H3027G H9023,HNcbsc Sp3ms
Lev,23,13,11,וְ/נִסְכּ֥/וֹ,"K= ve./nis.Ko/h (וְ/נִסְכֹּ/ה) ""and/ drink offering/ its"" (H9002/H5262/H9023=HC/Ncbsc/Sp3ms)",H5262 H9023,Ncmsc Sp3ms,H5262 H9023,Ncbsc Sp3ms
Num,12,3,3,עָנָ֣יו,"K= a.nav (עָנָו) ""[was] humble"" (H6035=HAabsa)",H6035,HAamsa,H6035,HAabsa
Num,14,36,9,וַ/יַּלִּ֤ינוּ,"K= va/i.yi.lo.nu (וַ/יִּלּוֹנוּ) ""and/ they grumbled"" (H9001/H3885B=Hc/VNw3mp)",H3885B,Vhw3mp,H3885B,VNw3mp
Num,16,11,12,תַלִּ֖ינוּ,"K= ti.lo.nu (תִלּוֹנוּ) ""you will grumble"" (H3885B=HVqi2mp)",H3885B,HVhi2mp,H3885B,HVqi2mp
Num,21,32,8,וַ/יּ֖וֹרֶשׁ,"K= va/i.yi.resh (וַ/יִּירַשׁ) ""and/ it possessed"" (H9001/H3423H=Hc/Vqw3ms)",H3423H,Vhw3ms,H3423H,Vqw3ms
Num,32,7,2,תְנִיא֔וּ/ן,"K= te.nu.'u/n (תְנוּאוּ/ן) ""do you hinder/ !"" (H5106/H9013=HVqi2mp/Sn)",H5106 H9013,HVhi2mp Sn,H5106 H9013,HVqi2mp Sn
Num,34,4,9,וְ/הָיוּ֙,"K= ve./ha.yah (וְ/הָיָה) ""and/ it will be"" (H9001/H1961=Hc/Vqq3ms)",H1961,Vqq3cp,H1961,Vqq3ms
Deu,2,33,8,בָּנָ֖י/ו,"K= be.no/v (בְּנ/וֹ) ""son/ his"" (H1121A/H9023=HNcmsc/Sp3ms)",H1121A H9023,HNcmpc Sp3ms,H1121A H9023,HNcmsc Sp3ms
Deu,7,9,14,מִצְוֹתָ֖י/ו,"K= mitz.vo.to/v (מִצְוֹת/וֹ) ""commandment/ his"" (H4687/H9023=HNcfsc/Sp3ms)",H4687 H9023,HNcfpc Sp3ms,H4687 H9023,HNcfsc Sp3ms
Deu,8,2,21,מִצְוֹתָ֖י/ו,"K= mitz.vo.to/v (מִצְוֹת/וֹ) ""commandment/ his"" (H4687/H9023=HNcfsc/Sp3ms)",H4687 H9023,HNcfpc Sp3ms,H4687 H9023,HNcfsc Sp3ms
Deu,13,15,6,הַ/הִ֖יא,"K= ha./hu' (הַ/הוּא) ""<the>/ that"" (H9009/H1931=HTd/Pp3ms)",H1931,HTd Pp3fs,H1931,HTd Pp3ms
Deu,21,7,5,שָֽׁפְכוּ֙,"K= sha.fe.khah (שָׁפְכָה) ""it shed"" (H8210H=HVqp3fs)",H8210H,HVqp3cp,H8210H,HVqp3fs
Deu,27,10,7,מִצְוֹתָי/ו֙,"K= mitz.vo.Ta/v (מִצְוֹת/וֹ) ""commandment/ his"" (H4687/H9023=HNcfsc/Sp3ms)",H4687 H9023,HNcfpc Sp3ms,H4687 H9023,HNcfsc Sp3ms
Deu,33,9,11,בָּנָ֖י/ו,"K= ba.no/v (בָּנ/וֹ) ""child/ his"" (H1121A/H9023=HNcmsc/Sp3ms)",H1121A H9023,HNcmpc Sp3ms,H1121A H9023,HNcmsc Sp3ms
Jos,2,13,9,אַחְיוֹתַ֔/י,"K= 'a.cho.ta/i (אַחוֹתַ/י) ""sister/ my"" (H0269/H9020=HNcfsc/Sp1bs)",H0269 H9020,HNcfpc Sp1bs,H0269 H9020,HNcfsc Sp1bs
Jos,6,7,1,וַ/יֹּ֙אמֶר֙,"K= va/i.yo.me.ru (וַ/יֹּאמְרוּ) ""and/ they said"" (H9001/H0559=Hc/Vqw3mp)",H0559,Vqw3ms,H0559,Vqw3mp
Jos,6,9,5,תֹּקְעֵ֖י,"K= ta.ke.'u (תָּקְעוּ) ""they gave a blast on"" (H8628=HVqp3cp)",H8628,HVqrmpc,H8628,HVqp3cp
Jos,6,13,22,הָל֖וֹךְ,"K= ho.lekh (הוֹלֵךְ) ""walking"" (H1980L=HVqrmsa)",H1980L,HVqaa,H1980L,HVqrmsa
Jos,9,7,1,וַ/יֹּ֥אמֶר,"K= va/i.yo.me.ru (וַ/יֹּאמְרוּ) ""and/ they said"" (H9001/H0559=Hc/Vqw3mp)",H0559,Vqw3ms,H0559,Vqw3mp
Jos,15,4,6,וְ/הָי֛וּ,"K= ve./ha.yah (וְ/הָיָה) ""and/ it is"" (H9001/H1961=Hc/Vqq3ms)",H1961,Vqq3cp,H1961,Vqq3ms
Jos,15,63,6,יָכְל֥וּ,"K= yu.khe.lu (יוּכְלוּ) ""they are able"" (H3201=HVqi3mp)",H3201,HVqp3cp,H3201,HVqi3mp
Jos,16,3,14,תֹצְאֹתָ֖י/ו,"K= to.tze.'o.to/v (תֹצְאֹת/וֹ) ""extremity/ its"" (H8444/H9023=HNcfsc/Sp3ms)",H8444 H9023,HNcfpc Sp3ms,H8444 H9023,HNcfsc Sp3ms
Jos,18,12,17,וְ/הָיוּ֙,"K= ve./ha.yah (וְ/הָיָה) ""and/ it is"" (H9001/H1961=Hc/Vqq3ms)",H1961,Vqq3cp,H1961,Vqq3ms
Jos,18,14,15,וְ/הָי֣וּ,"K= ve./ha.yah (וְ/הָיָה) ""and/ it is"" (H9001/H1961=Hc/Vqq3ms)",H1961,Vqq3cp,H1961,Vqq3ms
Jos,18,19,8,וְ/הָי֣וּ,"K= ve./ha.yah (וְ/הָיָה) ""and/ it is"" (H9001/H1961=Hc/Vqq3ms)",H1961,Vqq3cp,H1961,Vqq3ms
Jos,19,29,11,וְ/הָי֧וּ,"K= ve./yih.yu (וְ/יִהְיוּ) ""and/ they are"" (H9002/H1961=HC/Vqu3mp)",H1961,Vqq3cp,H1961,Vqu3mp
Jdg,1,27,14,יֹשְׁבֵ֨י,"K= yo.shev (יֹשֵׁב) ""[the] inhabitant[s] of"" (H3427=HVqrmsc)",H3427,HVqrmpc,H3427,HVqrmsc
Jdg,6,5,6,וּ/בָ֤אוּ,"K= ya.vo.'u (יָבֹאוּ) ""they came"" (H0935G=HVqi3mp)",H0935G,Vqq3cp,H0935G,HVqi3mp
Jdg,7,13,13,צְלִ֜יל,"K= tze.lol (צְלוֹל) ""a round loaf of"" (H6742=HNcbsc)",H6742,HNcmsc,H6742,HNcbsc
Jdg,7,21,10,וַ/יָּנֽוּסוּ\׃,"K= va/i.ya.ni.su (וַ/יָּנִיסוּ\׃) ""and/ they put [them] to flight"" (H9001/H5127\H9016=Hc/Vqw3mp)",H5127 H9016,Vhw3mp,H5127 H9016,Vqw3mp
Jdg,13,17,10,דְבָרְ/ךָ֖,"K= div.rei./kha (דִבְרֶי/ךָ) ""words/ your"" (H1697G/H9021=HNcmpc/Sp2ms)",H1697G H9021,HNcmsc Sp2ms,H1697G H9021,HNcmpc Sp2ms
Jdg,21,20,1,וַ/יְצַוּ֕וּ,"K= va/y.tzav (וַ/יְצַו) ""and/ he commanded"" (H9001/H6680=Hc/Vpw3ms)",H6680,Vpw3mp,H6680,Vpw3ms
Rut,1,8,10,יַ֣עַשׂ,"K= ya.'a.seh (יַעֲשֶׂה) ""he will deal"" (H6213A=HVqi3ms)",H6213A,HVqj3ms,H6213A,HVqi3ms
Rut,3,3,4,שִׂמְלֹתַ֛יִ/ךְ,"K= sim.lo.te/kh (שִׂמְלֹתֵ/ךְ) ""garment/ your"" (H8071/H9022=HNcfsc/Sp2fs)",H8071 H9022,HNcfpc Sp2fs,H8071 H9022,HNcfsc Sp2fs
Rut,3,3,6,וְ/יָרַ֣דְתְּ,"K= ve./ya.rad.ti (וְ/יָרַדְתִּי) ""and/ I will go down"" (H9001/H3381=Hc/Vqq1cs)",H3381,Vqq2fs,H3381,Vqq1cs
Rut,3,14,2,מַרְגְּלוֹתָי/ו֙,"K= mar.ge.la.ta/v (מַרְגְּלֹת/וֹ) ""foot/ his"" (H4772/H9023=HNcfsc/Sp3ms)",H4772 H9023,HNcfpc Sp3ms,H4772 H9023,HNcfsc Sp3ms
Rut,4,4,20,וְ/אֵֽדְעָה֙,"K= ve./'e.da' (וְ/אֵדַע) ""so/ I may know"" (H9002/H3045=HC/Vqu1cs)",H3045,Vqc1cs,H3045,Vqu1cs
Rut,4,5,13,קָנִ֔יתָה,"K= ka.ni.ti (קָנִיתִי) ""I have acquired"" (H7069=HVqp1cs)",H7069,HVqp2ms,H7069,HVqp1cs
1Sa,2,9,2,חֲסִידָי/ו֙,"K= cha.si.do/v (חֲסִיד/וֹ) ""faithful [person]/ his"" (H2623/H9023=HAamsc/Sp3ms)",H2623 H9023,HAampc Sp3ms,H2623 H9023,HAamsc Sp3ms
1Sa,2,10,3,מְרִיבָ֗י/ו,"K= me.ri.vo/v (מְרִיב/וֹ) ""[the one who] contends against/ him"" (H7378/H9033=HVhrmsc/Sp3ms)",H7378 H9033,HVhrmpc Sp3ms,H7378 H9033,HVhrmsc Sp3ms
1Sa,3,2,7,וְ/עֵינָי/ו֙,"K= ve./'ei.no/v (וְ/עֵינ/וֹ) ""and/ eye/ his"" (H9002/H5869H/H9023=HC/Ncbsc/Sp3ms)",H5869H H9023,Ncfdc Sp3ms,H5869H H9023,Ncbsc Sp3ms
1Sa,3,18,14,בְּ/עֵינָ֖י/ו,"K= be./'ei.Na/v (בְּ/עֵינ/וֹ) ""in/ eye/ his"" (H9003/H5869I/H9023=HR/Ncbsc/Sp3ms)",H9003 H5869I H9023,HR Ncfdc Sp3ms,H9003 H5869I H9023,HR Ncbsc Sp3ms
1Sa,8,3,4,בִּ/דְרָכָ֔י/ו,"K= be./dar.kho/v (בְּ/דַרְכּ/וֹ) ""in/ way/ his"" (H9003/H1870G/H9023=HR/Ncbsc/Sp3bs)",H9003 H1870G H9023,HR Ncbpc Sp3ms,H9003 H1870G H9023,HR Ncbsc Sp3bs
1Sa,10,21,5,לְ/מִשְׁפְּחֹתָ֔י/ו,"K= le./mish.pe.cho.to/v (לְ/מִשְׁפַּחְתּ/וֹ) ""to/ family/ its"" (H9005/H4940/H9023=HR/Ncfsc/Sp3ms)",H9005 H4940 H9023,HR Ncfpc Sp3ms,H9005 H4940 H9023,HR Ncfsc Sp3ms
1Sa,12,10,4,וַ/יֹּאמְר֣וּ,"K= va/i.yo.mer (וַ/יֹּאמֶר) ""and/ he said"" (H9001/H0559=Hc/Vqw3ms)",H0559,Vqw3mp,H0559,Vqw3ms
1Sa,13,8,1,וַ/יּ֣וֹחֶל,"K= va/i.yi.chel (וַ/יִּיחֶל) ""and/ he waited"" (H9001/H3176G=Hc/VNw3ms)",H3176G,Vhw3ms,H3176G,VNw3ms
1Sa,13,19,8,אָמְר֣וּ,"K= 'a.mar (אָמַר) ""he said"" (H0559=HVqp3ms)",H0559,HVqp3cp,H0559,HVqp3ms
1Sa,14,32,4,הַ/שָּׁלָ֔ל,"K= sha.lal (שָׁלָל) ""plunder"" (H7998=HNcbsa)",H7998,HTd Ncmsa,H7998,HNcbsa
1Sa,15,16,14,וַ/יֹּ֥אמֶר,"K= va/i.yo.me.ru (וַ/יֹּאמְרוּ) ""and/ they said"" (H9001/H0559=Hc/Vqw3mp)",H0559,Vqw3ms,H0559,Vqw3mp
1Sa,18,7,7,בַּ/אֲלָפָ֔י/ו,"K= ba./'el.fo/v (בְּ/אַלְפּ/וֹ) ""<on>/ thousand/ his"" (H9003/H0505G/H9023=HR/Ncbsc/Sp3bs)",H9003 H0505G H9023,HR Ncbpc Sp3ms,H9003 H0505G H9023,HR Ncbsc Sp3bs
1Sa,18,14,4,דְּרָכָ֖י/ו,"K= da.re.Kha/v (דַּרְכּ/וֹ) ""way/ his"" (H1870G/H9023=HNcbsc/Sp3bs)",H1870G H9023,HNcbpc Sp3ms,H1870G H9023,HNcbsc Sp3bs
1Sa,18,22,4,עֲבָדָ֗י/ו,"K= 'a.va.Da/v (עַבְדּ/וֹ) ""servant/ his"" (H5650/H9023=HNcmsc/Sp3ms)",H5650 H9023,HNcmpc Sp3ms,H5650 H9023,HNcmsc Sp3ms
1Sa,20,2,8,יַעֲשֶׂ֨ה,"K= 'a.sah (עָשָׂה) ""he has done"" (H6213A=HVqp3ms)",H6213A,HVqi3ms,H6213A,HVqp3ms
1Sa,21,11,17,בַּ/אֲלָפָ֔י/ו,"K= ba./'a.la.fo/v (בְּ/אַלְפּ/וֹ) ""<on>/ thousand/ his"" (H9003/H0505G/H9023=HR/Ncbsc/Sp3bs)",H9003 H0505G H9023,HR Ncbpc Sp3ms,H9003 H0505G H9023,HR Ncbsc Sp3bs
1Sa,21,11,19,בְּ/רִבְבֹתָֽי/ו\׃,"K= be./ri.vo.Ta/v (בְּ/רִבְבֹת/וֹ\׃) ""<on>/ ten thousand/ his"" (H9003/H7233/H9023\H9016=HR/Ncfsc/Sp3ms)",H9003 H7233 H9023 H9016,HR Ncfpc Sp3ms,H9003 H7233 H9023 H9016,HR Ncfsc Sp3ms
1Sa,23,5,3,וַ/אֲנָשָׁ֨י/ו,"K= va./'in.sho/v (וְ/אֲנָשׁ/וֹ) ""and/ man/ his"" (H9002/H0582/H9023=HC/Ncmsc/Sp3ms)",H0582 H9023,Ncmpc Sp3ms,H0582 H9023,Ncmsc Sp3ms
1Sa,24,4,15,אֹֽיִבְ/ךָ֙,"K= 'o.ye.vei./kha (אֹיְבֶי/ךָ) ""enemies/ your"" (H0341/H9021=HVqrmpc/Sp2ms)",H0341 H9021,HVqrmsc Sp2ms,H0341 H9021,HVqrmpc Sp2ms
1Sa,26,5,28,סְבִיבֹתָֽי/ו\׃,"K= se.vi.vo.to/v (סְבִיבֹת/וֹ\׃) ""around/ him"" (H5439G/H9033\H9016=HNcbsc/Sp3bs)",H5439G H9033 H9016,HNcbpc Sp3ms,H5439G H9033 H9016,HNcbsc Sp3bs
1Sa,26,7,15,מְרַאֲשֹׁתָ֑י/ו,"K= me.ra.'a.sho.to/v (מְרַאֲשֹׁת/וֹ) ""[the] place of head/ his"" (H4763/H9023=HNcfsc/Sp3ms)",H4763 H9023,HNcfpc Sp3ms,H4763 H9023,HNcfsc Sp3ms
1Sa,26,11,14,מְרַאֲשֹׁתָ֛י/ו,"K= me.ra.'a.sho.to/v (מְרַאֲשֹׁת/וֹ) ""[is the] place of head/ his"" (H4763/H9023=HNcfsc/Sp3ms)",H4763 H9023,HNcfpc Sp3ms,H4763 H9023,HNcfsc Sp3ms
1Sa,26,16,30,מְרַאֲשֹׁתָֽי/ו\׃,"K= me.ra.'a.sho.to/v (מְרַאֲשֹׁת/וֹ\׃) ""[was the] place of head/ his"" (H4763/H9023\H9016=HNcfsc/Sp3ms)",H4763 H9023 H9016,HNcfpc Sp3ms,H4763 H9023 H9016,HNcfsc Sp3ms
1Sa,26,22,5,חֲנִ֣ית,"K= ha./cha.nit (הַ/חֲנִית) ""the/ spear of"" (H9009/H2595=HTd/Ncbsc)",H2595,HNcfsc,H2595,HTd Ncbsc
1Sa,27,4,8,יָסַ֥ף,"K= yo.saf (יוֹסַף) ""repeating"" (H3254G=HVqrmsa)",H3254G,HVqp3ms,H3254G,HVqrmsa
1Sa,27,8,7,וְ/הַ/גִּזְרִ֖י,"K= ve./ha./gir.zi (וְ/הַ/גִּרְזִי) ""and/ the/ Girzite[s]"" (H9002/H9009/H1511=HC/Td/Ngbsa)",H1511,Td Ngmsa,H1511,Td Ngbsa
1Sa,30,6,15,בָּנָ֣י/ו,"K= be.no/v (בְּנ/וֹ) ""son/ his"" (H1121A/H9023=HNcmsc/Sp3ms)",H1121A H9023,HNcmpc Sp3ms,H1121A H9023,HNcmsc Sp3ms
2Sa,1,8,5,וָ/אֹמַ֣ר,"K= va/i.yo.mer (וַ/יֹּאמֶר) ""and/ he said"" (H9001/H0559=Hc/Vqw3ms)",H0559,Vqw1cs,H0559,Vqw3ms
2Sa,1,11,3,בִּ/בְגָדָ֖י/ו,"K= bi/v.ga.do/v (בִּ/בְגָד/וֹ) ""on/ garment/ his"" (H9003/H0899B/H9023=HR/Ncmsc/Sp3ms)",H9003 H0899B H9023,HR Ncmpc Sp3ms,H9003 H0899B H9023,HR Ncmsc Sp3ms
2Sa,1,16,4,דָּמְ/ךָ֖,"K= da.mei./kha (דָּמֶי/ךָ) ""blood<s>/ your"" (H1818/H9021=HNcmpc/Sp2ms)",H1818 H9021,HNcmsc Sp2ms,H1818 H9021,HNcmpc Sp2ms
2Sa,2,23,15,תַּחְתָּ֑י/ו,"K= ta.cha.to/v (תַּחַת/וֹ) ""in place/ his"" (H8478I/H9033=HNcmsc/Sp3ms)",H8478I H9033,HNcmpc Sp3ms,H8478I H9033,HNcmsc Sp3ms
2Sa,3,2,1,וַ/יִּוָּלְד֧וּ,"K= va/i.ye.le.du (וַ/יֵּלְדוּ) ""and/ they gave birth to"" (H9001/H3205=Hc/Vqw3mp)",H3205,VNw3mp,H3205,Vqw3mp
2Sa,3,12,6,תַּחְתָּ֥י/ו,"K= ta.cha.to/v (תַּחַת/וֹ) ""in place of/ himself"" (H8478I/H9033=HNcmpc/Sp3ms)",H8478I H9033,HNcmsc Sp3ms,H8478I H9033,HNcmpc Sp3ms
2Sa,5,2,11,הַ/מּוֹצִ֥יא,"K= mo.tzi' (מוֹצִיא) ""leading out"" (H3318H=HVhrmsa)",H3318H,HTd Vhrmsa,H3318H,HVhrmsa
2Sa,5,8,14,שְׂנֻאֵ֖י,"K= se.nov (שָׂנְאוּ) ""[who] they hate"" (H8130=HVqp3cp)",H8130,HVqsmpc,H8130,HVqp3cp
2Sa,12,20,7,שִׂמְלֹתָ֔י/ו,"K= sim.lo.t/o (שִׂמְלָת/וֹ) ""garment/ his"" (H8071/H9023=HNcfsc/Sp3ms)",H8071 H9023,HNcfpc Sp3ms,H8071 H9023,HNcfsc Sp3ms
2Sa,12,22,11,וְ/חַנַּ֥/נִי,"K= ye.cha.na./ni (יְחָנַּ/נִי) ""he will show favor to/ me"" (H2603A/H9030=HVqi3ms/Sp1bs)",H2603A H9030,Vqq3ms Sp1bs,H2603A H9030,HVqi3ms Sp1bs
2Sa,12,24,13,וַ/תִּקְרָ֤א,"K= va/i.yik.ra' (וַ/יִּקְרָא) ""and/ he called"" (H9001/H7121H=Hc/Vqw3ms)",H7121H,Vqw3fs,H7121H,Vqw3ms
2Sa,12,31,14,בַּ/מַּלְבֵּ֔ן,"K= ba./mal.ken (בַּ/מַּלְכֶּן) ""in the/ brick mold[s]"" (H9003/H4404=HRd/Ncbsa)",H9003 H4404,HRd Ncmsa,H9003 H4404,HRd Ncbsa
2Sa,13,34,7,עֵינָ֔י/ו,"K= ei.n/o (עֵינ/וֹ) ""eye/ his"" (H5869A/H9023=HNcbsc/Sp3ms)",H5869A H9023,HNcfdc Sp3ms,H5869A H9023,HNcbsc Sp3ms
2Sa,14,30,13,וְ/הַצִּית֣וּ/הָ,"K= ve./ho.tzi.tei./ha (וְ/הוֹצִתִּי/הָ) ""and/ I will set on fire/ it"" (H9001/H3341/H9034=Hc/Vhq1cs/Sp3fs)",H3341 H9034,Vhv2mp Sp3fs,H3341 H9034,Vhq1cs Sp3fs
2Sa,15,20,4,אֲנִֽיעֲ/ךָ֤,"K= 'a.no.'a./kha (אֲנוֹעֲ/ךָ) ""will I wander?/ you"" (H5128/H9031=HVqi1cs/Sp2ms)",H5128 H9031,HVhi1cs Sp2ms,H5128 H9031,HVqi1cs Sp2ms
2Sa,16,8,10,תַּחְתָּ֔י/ו,"K= tach.t/o (תַּחְתּ/וֹ) ""in place of/ him"" (H8478H/H9033=HNcmsc/Sp3ms)",H8478H H9033,HNcmpc Sp3ms,H8478H H9033,HNcmsc Sp3ms
2Sa,16,10,10,כִּ֤י,"K= ve./khi (וְ/כִי) ""and/ for"" (H9002/H3588A=HC/Tc)",H3588A,HTc,H3588A,Tc
2Sa,18,8,4,נָפֹ֖צֶת,"K= na.fo.tzeit (נָפֹצֵית) ""scattered"" (H6327A=HVNrfpa)",H6327A,HVNrfsa,H6327A,HVNrfpa
2Sa,18,18,5,בְ/חַיָּי/ו֙,"K= ve./cha.ya/v (בְ/חַיָּ/ו) ""in/ life/ his"" (H9003/H2416E/H9023=HR/Ncmsc/Sp3ms)",H9003 H2416E H9023,HR Ncmpc Sp3ms,H9003 H2416E H9023,HR Ncmsc Sp3ms
2Sa,19,18,9,בְּ/עֵינָ֑י/ו,"K= be./'ay.n/o (בְּ/עֵינ/וֹ) ""in/ eye/ his"" (H9003/H5869I/H9023=HR/Ncbsc/Sp3ms)",H9003 H5869I H9023,HR Ncfdc Sp3ms,H9003 H5869I H9023,HR Ncbsc Sp3ms
2Sa,19,40,10,הֶעֱבִ֣ירוּ,"K= va/y.'e.vi.ru (וַ/יַּעֲבִרוּ) ""and/ they brought over"" (H9001/H5674C=Hc/Vhw3mp)",H5674C,HVhp3cp,H5674C,Vhw3mp
2Sa,21,6,1,יֻתַּן,"K= ye.na.ton- (יְנָתָן) ""let it be given"" (H5414G=HVNi3ms)",H5414G,HVHi3ms,H5414G,HVNi3ms
2Sa,21,12,24,פְּלִשְׁתִּ֔ים,"K= ha./pe.lish.tim (הַ/פְּלִשְׁתִּים) ""the/ Philistines"" (H9009/H6430G=HTd/Ngmpa)",H6430G,HNgmpa,H6430G,HTd Ngmpa
2Sa,22,8,1,וַ/יִּתְגָּעַ֤שׁ,"K= va/t.ga.'ash (וַ/תִּגְעַשׁ) ""and/ it shook"" (H9001/H1607=Hc/Vqw3fs)",H1607,Vtw3ms,H1607,Vqw3fs
2Sa,22,23,3,מִשְׁפָּטָ֖י/ו,"K= mish.po.t/o (מִשְׁפָּט/וֹ) ""judgment/ his"" (H4941G/H9023=HNcmsc/Sp3ms)",H4941G H9023,HNcmpc Sp3ms,H4941G H9023,HNcmsc Sp3ms
2Sa,23,9,8,הַ/גִּבֹּרִ֜ים,"K= gi.bo.rim (גִבֹּרִים) ""warriors"" (H1368=HNcmpa)",H1368,HTd Ncmpa,H1368,HNcmpa
2Sa,23,37,5,נֹשֵׂ֕א,"K= no.se.'ei (נֹשְׂאֵי) ""[the] bearers of"" (H5375W=HVqrmpc)",H5375W,HVqrmsc,H5375W,HVqrmpc
2Sa,24,14,14,רַֽחֲמָ֔י/ו,"K= ra.cha.m/o (רַחֲמ/וֹ) ""compassion/ his"" (H7356B/H9023=HNcmsc/Sp3ms)",H7356B H9023,HNcmpc Sp3ms,H7356B H9023,HNcmsc Sp3ms
2Sa,24,22,10,בְּ/עֵינָ֑י/ו,"K= be./'ay.n/o (בְּ/עֵינ/וֹ) ""in/ eye/ his"" (H9003/H5869I/H9023=HR/Ncbsc/Sp3ms)",H9003 H5869I H9023,HR Ncfdc Sp3ms,H9003 H5869I H9023,HR Ncbsc Sp3ms
