book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
Pro,3,34,5,וְ֝/לַ/עֲנָוִ֗ים,"K= ve./la./'a.ni.yim (וְ/לַ/עֲנִיִּים) ""and/ to/ afflicted [peoples]"" (H9002/H9005/H6041=HC/R/Aampa)",H9005 H6035,R Aamsa,H9005 H6041,R Aampa
Pro,6,14,7,מִדְיָנִ֥ים,"K= me.da.nim (מְדָנִים) ""contentions"" (H4090=HNcmpa)",H4079,HNcmpa,H4090,HNcmpa
Pro,8,17,2,אֹהֲבַ֣/י,"K= 'o.ha.vei./ha (אֹהֲבֶי/הָ) ""[those who] love/ her"" (H0157G/H9034=HVqrmpc/Sp3fs)",H0157G H9030,HVqrmpc Sp1bs,H0157G H9034,HVqrmpc Sp3fs
Pro,11,3,6,יְשָׁדֵּֽ/ם\׃,"K= ve./sha.da/m (וְ/שַׁדָּ/ם\׃) ""<and>/ [is] destruction/ their"" (H9002/H7703/H9028\H9016=HC/Ncmsc/Sp3mp)",H7703 H9038 H9016,HVqi3ms Sp3mp,H7703 H9028 H9016,Ncmsc Sp3mp
Pro,14,21,5,עֲנָוִ֣ים,"K= a.na.yim (עֲנָיִים) ""poor [people]"" (H6041=HAampa)",H6035,HAampa,H6041,HAampa
Pro,15,14,5,וּ/פִ֥י,"K= u./fe.nei (וּ/פְנֵי) ""and/ [the] face of"" (H9002/H6440H=HC/Ncmpc)",H6310G,Ncmsc,H6440H,Ncmpc
Pro,16,19,5,עֲנָוִ֑ים,"K= a.ni.yim (עֲנִיִּים) ""afflicted [people]"" (H6041=HAampa)",H6035,HAampa,H6041,HAampa
Pro,17,27,5,יְקַר,"K= ve./kar- (וְ/קַר) ""and/ [a person] cool"" (H9002/H7119=HC/Aabsa)",H3368,HAamsc,H7119,Aabsa
Pro,18,19,5,וּ֝/מִדְיָנִ֗ים,"K= u./me.do.nim (וּ/מְדוֹנִים) ""and/ contentions"" (H9002/H4066=HC/Ncmpa)",H4079,Ncmpa,H4066,Ncmpa
Pro,19,7,12,ל/וֹ,"K= lo'- (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Pro,19,19,1,גְּֽדָל,"K= go.ral- (גֹּרַל) ""a lot of"" (H1632=HNcbsc)",H1419A,HAamsc,H1632,HNcbsc
Pro,20,21,2,מְבֹהֶ֣לֶת,"K= me.vu.che.let (מְבֻחֶלֶת) ""greedily gained"" (H0973B=HVPsfsa)",H0926,HVPsfsa,H0973B,HVPsfsa
Pro,20,30,3,תַּמְר֣וּק,"K= tam.rik (תַּמְרִיק) ""it cleanses away"" (H4838=HVhi3fs)",H8562,HNcmsa,H4838,HVhi3fs
Pro,21,19,6,מִדְיָנִ֣ים,"K= me.do.nim (מְדוֹנִים) ""contentions"" (H4066=HNcmpa)",H4079,HNcmpa,H4066,HNcmpa
Pro,21,29,7,יָבִ֬ין,"K= ya.khin (יָכִין) ""he directs"" (H3559A=HVhi3ms)",H0995,HVqi3ms,H3559A,HVhi3ms
Pro,22,20,4,שָׁלִישִׁ֑ים,"K= shil.shom (שִׁלְשׁוֹם) ""three days ago"" (H8032=HNcbsa)",H7991C,HNcmpa,H8032,HNcbsa
Pro,23,3,2,תִּ֭תְאָיו,"K= tit.'o (תְּתָאוּ) ""you mark out"" (H8376=HVpj2mp)",H0183,HVpj2mp,H8376,HVpj2mp
Pro,23,6,8,תִּ֝תְאָ֗יו,"K= tit.'av (תְּתָאוּ) ""you mark out"" (H8376=HVtj2ms)",H0183,HVtj2ms,H8376,HVtj2ms
Pro,23,26,7,תִּצֹּֽרְנָה\׃,"K= tir.tze.nah (תִּרְצֶנָה\׃) ""let them delight in"" (H7521\H9016=HVqi3fp)",H5341 H9016,HVqi3fp,H7521 H9016,HVqi3fp
Pro,23,29,6,מִדְיָנִ֨ים,"K= mi.do.nim (מְדוֹנִים) ""contentions"" (H4066=HNcmpa)",H4079,HNcmpa,H4066,HNcmpa
Pro,23,31,8,בַּ/כּ֣וֹס,"K= ba./kis (בַּ/כִּיס) ""in the/ bag"" (H9003/H3599=HRd/Ncbsa)",H9003 H3563A,HRd Ncfsa,H9003 H3599,HRd Ncbsa
Pro,25,24,7,מִ֝דְיָנִ֗ים,"K= mi.do.nim (מְדוֹנִים) ""contentions"" (H4066=HNcmpa)",H4079,HNcmpa,H4066,HNcmpa
Pro,26,2,8,ל֣/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Pro,26,21,6,מִ֝דְיָנִ֗ים,"K= mi.do.nim (מְדוֹנִים) ""contentions"" (H4066=HNcmpa)",H4079,HNcmpa,H4066,HNcmpa
Pro,27,10,2,וְ/רֵ֪עַ,"K= ve./re.'eh (וְ/רֵעֶה) ""and/ [the] friend of"" (H9002/H7463=HC/Ncbsc)",H7453,Ncmsc,H7463,Ncbsc
Pro,27,15,6,מִ֝דְיָנִ֗ים,"K= mi.do.nim (מְדוֹנִים) ""contentions"" (H4066=HNcmpa)",H4079,HNcmpa,H4066,HNcmpa
Pro,27,20,2,וַ֭/אֲבַדּ/וֹ,"K= va./'a.va.doh (וַ/אֲבַדֹּה) ""and/ Abaddon"" (H9002/H0011=HC/Ntmsc)",H0010 H9023,Ncfsc Sp3ms,H0011,Ntmsc
Pro,28,8,4,וְ/תַרְבִּ֑ית,"K= u./ve./tar.bit (וּ/בְ/תַרְבִּית) ""and/ by/ usury"" (H9002/H9003/H8636=HC/R/Ncfsa)",H8636,Ncfsa,H9003 H8636,R Ncfsa
Pro,31,4,9,אֵ֣י,"K= 'ov (אוֹ) ""or"" (H0176A=HC)",H0335,HTi,H0176A,
Ecc,5,11(5,10,רְא֥וּת,"K= re.'i.yat (רְאִיַּת) ""[the] appearance of"" (H7207=HNcbsc)",H7212,HNcfsc,H7207,HNcbsc
Ecc,6,10,14,שֶׁ/תַּקִּ֖יף,"K= she./hat.kif (שֶׁ/הַתְקִיף) ""[one] who/ to make mighty"" (H9007/H8630=HTr/Vhaa)",H9007 H8623,HTr Aamsa,H9007 H8630,HTr Vhaa
Ecc,7,22,9,אַתָּ֖ה,"K= 'at (אַתְּ) ""you"" (H0859C=HPp2fs)",H0859A,HPp2ms,H0859C,HPp2fs
Ecc,9,4,4,יְחֻבַּ֔ר,"K= yi.ba.cher (יִבָּחֵר) ""he is chosen"" (H0977=HVPi3ms)",H2266,HVPi3ms,H0977,HVPi3ms
Ecc,10,3,3,כְּ/שֶׁ/סָּכָ֥ל,"K= ke./she./ha./sa.khal (כְּ/שֶׁ/הַ/סָּכָל) ""like/ when/ the/ fool"" (H9004/H9007/H9009/H5530=HR/Tr/Td/Ncbsa)",H9004 H9007 H5530,HR Tr Aamsa,H9004 H9007  H5530,HR Tr Td Ncbsa
Ecc,12,6,4,יֵרָתֵק֙,"K= yi.r.chak (יִרְחַק) ""it will be distant"" (H7368=HVqi3ms)",H7576,HVNi3ms,H7368,HVqi3ms
Sng,2,13,9,לָ֛/ךְ,"K= le.khi (לְכִי) ""come"" (H1980G=HVqv2fs)",H9005 H9032,HR Sp2fs,H1980G,HVqv2fs
Isa,3,15,1,מַה/־/לָּ/כֶם֙,"K= ma./la./khem (מַ/לָּ/כֶם) ""what/ [is] to/ you?"" (H4100/H9005/H9046=HPi/R/Sp2mp)",H4100 H9014 H9005 H9046,HPi  R Sp2mp,H4100 H9005 H9046,HPi R Sp2mp
Isa,9,3(9,3,ל֖/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Isa,10,13,12,וַ/עֲתוּדֽוֹתֵי/הֶם֙,"K= va./'a.ti.do.tei./hem (וַ/עֲתִידֹתֵי/הֶם) ""and/ treasures/ their"" (H9002/H6264/H9028=HC/Ncfpc/Sp3mp)",H6259 H9028,Ncfpc Sp3mp,H6264 H9028,Ncfpc Sp3mp
Isa,10,32,8,בַּת,"K= beit- (בֵּית) ""[the] house of"" (H1004B=HNcbsc)",H1323G,HNcfsc,H1004B,HNcbsc
Isa,13,16,7,תִּשָּׁכַֽבְנָה\׃,"K= ti.sha.gal.nah (תִּשָּׁגַלְנָה\׃) ""they will be raped"" (H7693\H9016=HVNi3fp)",H7901I H9016,HVNi3fp,H7693 H9016,HVNi3fp
Isa,25,10,12,בְּמ֥וֹ,"K= be./mei (בְּ/מֵי) ""in/ [the] water"" (H9003/H4325G=HR/Ncmpc)",H1119,HR,H9003 H4325G,HR Ncmpc
Isa,28,15,11,שׁ֣וֹט,"K= shit (שִׁיט) ""an oar"" (H7885=HNcbsa)",H7752,HNcmsa,H7885,HNcbsa
Isa,30,5,2,הֹבִ֔ישׁ,"K= hiv.'ish (הִבְאִישׁ) ""he will be odious"" (H0887=HVhp3ms)",H0954,HVhp3ms,H0887,HVhp3ms
Isa,30,32,15,בָּֽ/ם\׃,"K= ba/h (בָּ/הּ\׃) ""against/ it"" (H9003/H9034\H9016=HR/Sp3fs)",H9003 H9038 H9016,HR Sp3mp,H9003 H9034 H9016,HR Sp3fs
Isa,32,7,8,עֲנִיִּים֙,"K= a.na.vim (עֲנָוִים) ""humble [people]"" (H6035=HAampa)",H6041,HAampa,H6035,HAampa
Isa,36,12,21,צוֹאָתָ֗/ם,"K= char.'ei./hem (חַרְאֵי/הֶם) ""own dung<s>/ their"" (H2716/H9028=HNcbdc/Sp3mp)",H6675 H9028,HNcfsc Sp3mp,H2716 H9028,HNcbdc Sp3mp
Isa,36,12,24,מֵימֵ֥י/ /רַגְלֵי/הֶ֖ם,"K= shei.nei./hem (שֵׁינֵי/הֶם) ""own urine<s>/ their"" (H7890/H9028=HNcbdc/Sp3mp)",H4325G   H7272 H9028,HNcmpc  Ncfdc Sp3mp,H7890 H9028,HNcbdc Sp3mp
Isa,42,24,3,לִ/מְשִׁסָּ֧ה,"K= li/m.sho.seh (לִ/מְשׁוֹסֶה) ""to/ spoil"" (H9005/H4882=HR/Ncfsa)",H9005 H4933,HR Ncfsa,H9005 H4882,HR Ncfsa
Isa,44,24,16,,"K= mi (מִי) ""who [was]?"" (H4310=HPi)",,,H4310,HPi
Isa,44,24,17,מֵ/אִתִּֽ/י\׃,"K= 'i.t/i (אִתִּ/י\׃) ""with/ me"" (H0854/H9030\H9016=HR/Sp1bs)",H9006 H0854 H9030 H9016,HRd R Sp1bs,H0854 H9030 H9016,HR Sp1bs
Isa,46,11,7,עֲצָתִ֑/י,"K= a.tza.t/ov (עֲצָת/וֹ) ""purpose/ his"" (H6098/H9023=HNcfsc/Sp3ms)",H6098 H9020,HNcfsc Sp1bs,H6098 H9023,HNcfsc Sp3ms
Isa,49,5,12,ל֣/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Isa,49,6,10,וּ/נְצוּרֵ֥י,"K= u./ne.tzi.rei (וּ/נְצִירֵי) ""and/ [the] preserved [ones] of"" (H9002/H5336=HC/Aampc)",H5341,Vqsmpc,H5336,Aampc
Isa,52,5,2,מַה\־,"K= mi- (מִי\־) ""who?"" (H4310\H9014=HPi)",H4100 H9014,HPi,H4310 H9014,HPi
Isa,54,16,1,הִנֵּ֤ה,"K= hen (הֵן) ""here!"" (H2005=HTj)",H2009,HTj,H2005,HTj
Isa,56,10,1,צֹפָ֞י/ו,"K= tza.fu (צָפוּ) ""they have watched"" (H6822=HVqp3cp)",H6822 H9033,HVqrmpc Sp3ms,H6822,HVqp3cp
Isa,57,19,2,נִ֣יב,"K= nuv (נוּב) ""[the] fruit"" (H5108A=HNcbsa)",H5108B,HNcmsa,H5108A,HNcbsa
Isa,60,21,8,מַטָּעַ֛/י,"K= ma.ta.'o/v (מַטָּע/וֹ) ""planting/ his"" (H4302/H9023=HNcbsc/Sp3ms)",H4302 H9020,HNcmpc Sp1bs,H4302 H9023,HNcbsc Sp3ms
Isa,63,9,3,ל֣/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Isa,65,4,8,וּ/מְרַ֥ק,"K= u./fe.rak (וּ/פְרַק) ""and/ a fragment of"" (H9002/H6564=HC/Ncbsc)",H4839,Ncmsc,H6564,Ncbsc
Isa,65,7,17,אֶל,"K= al- (עַל) ""on"" (H5921A=HR)",H0413,HR,H5921A,HR
Jer,2,20,9,אֶעֱב֑וֹר,"K= 'e.'e.vod (אֶעֱבֹד) ""I will serve"" (H5647H=HVqi1cs)",H5674D,HVqi1cs,H5647H,HVqi1cs
Jer,2,24,5,נַפְשָׁ/הּ֙,"K= na.fo.sho/v (נַפְשׁ/וֹ) ""self/ its"" (H5315I/H9023=HNcbsc/Sp3ms)",H5315I H9024,HNcfsc Sp3fs,H5315I H9023,HNcbsc Sp3ms
Jer,2,25,4,וּ/גְרוֹנֵ֖/ךְ,"K= u./go.ro.ne/kh (וְ/גוֹרְנֵ/ךְ) ""and/ threshing floor/ your"" (H9002/H1637/H9022=HC/Ncfsc/Sp2fs)",H1627 H9022,Ncmsc Sp2fs,H1637 H9022,Ncfsc Sp2fs
Jer,2,27,7,יְלִדְתָּ֔/נוּ,"K= ye.lid.ti./ni (יְלִדְתִּ/נִי) ""you gave birth to/ me"" (H3205/H9030=HVqp2fs/Sp1bs)",H3205 H9035,HVqp2ms Sp1bp,H3205 H9030,HVqp2fs Sp1bs
Jer,3,2,8,שֻׁכַּ֔בְתְּ,"K= shu.galt (שֻׁגַּלְתְּ) ""have you been ravished"" (H7693=HVqp2fs)",H7901I,HVPp2fs,H7693,HVqp2fs
Jer,4,19,3,אוֹחִ֜ילָה,"K= 'a.chu.lah (אָחוּלָה) ""I am writhing"" (H2342K=HVqc1cs)",H3176G,HVhc1cs,H2342K,HVqc1cs
Jer,4,30,1,וְ/אַ֨תְּ,"K= ve./'a.ti (וְ/אַתִּי) ""and/ you"" (H9002/H0859B=HC/Pp2fs)",H0859C,Pp2fs,H0859B,Pp2fs
Jer,6,7,2,בַּ֙יִר֙,"K= be.ver (בְּוֵר) ""a cistern"" (H0953A=HNcbsa)",H0875,HNcfsa,H0953A,HNcbsa
Jer,6,21,18,וְ/אָבָֽדוּ\׃\ \פ,"K= ye.'a.Ba.du (יֹאבֵדוּ\׃\ \פ) ""they will perish"" (H0006\H9016\ \H9017=HVqi3mp)",H0006 H9016   H9017,Vqq3cp,H9017,HVqi3mp
Jer,6,29,3,מֵ/אֵ֖שׁ/ /תַּ֣ם,"K= me./'ish.ta/m (מֵ/אִשְׁתַּ/ם) ""from/ fire/ their"" (H9006/H0800/H9028=HR/Ncbsa/Sp3mp)",H9006 H0784   H8535,HR Ncbsa  Aamsa,H9006 H0800 H9028,HR Ncbsa Sp3mp
Jer,7,22,9,הוֹצִיאִ֥/י,"K= ho.tzi' (הוֹצִיא) ""brought out"" (H3318H=HVhp3ms)",H3318H H9040,HVhcc Sp1bs,H3318H,HVhp3ms
Jer,14,14,18,וֶֽ/אֱלִיל֙,"K= ve./'e.lul (וֶ/אֱלוּל) ""and/ worthlessness"" (H9002/H0434=HC/Ncbsa)",H0457,Ncmsa,H0434,Ncbsa
Jer,15,4,2,לְ/זַֽעֲוָ֔ה,"K= li/z.va.'ah (לִ/זְוָעָה) ""into/ a terror"" (H9005/H2113=HR/Ncfsa)",H9005 H2189,HR Ncfsa,H9005 H2113,HR Ncfsa
Jer,15,11,5,שֵֽׁרִיתִ֖י/ךָ,"K= sha.ro.ti./kha (שָׁרוֹתִ/ךָ) ""I will strengthen/ you"" (H8323B/H9031=HVqp1cs/Sp2ms)",H8281 H9031,HVpp1cs Sp2ms,H8323B H9031,HVqp1cs Sp2ms
Jer,16,16,3,לְ/דַיָּגִ֥ים,"K= le./da.va.gim (לְ/דַוָּגִים) ""for/ fishermen"" (H9005/H1728=HR/Ncmpa)",H9005 H1771,HR Ncmpa,H9005 H1728,HR Ncmpa
Jer,17,8,11,יִרְאֶה֙,"K= yi.ra' (יִרָא) ""he will fear"" (H3372G=HVqi3ms)",H7200G,HVqi3ms,H3372G,HVqi3ms
Jer,17,13,7,וְ/סוּרַ/י֙,"K= yi.so.ra/i (יִסּוֹרַ/י) ""departers/ my"" (H3249/H9020=HAampc/Sp1bs)",H5494 H9020,Aampc Sp1bs,H3249 H9020,HAampc Sp1bs
Jer,17,24,22,בּ֖/וֹ,"K= bo/h (בֹּ/ה) ""on/ it"" (H9003/H9034=HRd/Sp3fs)",H9003 H9033,HRd Sp3ms,H9003 H9034,HRd Sp3fs
Jer,18,3,4,וְ/הִנֵּה/־/ה֛וּא,"K= ve./hi.ne./hu (וְ/הִנֵּ/הוּ) ""and/ there!/ he"" (H9002/H2009/H9043=HC/Tj/Sp3ms)",H2009 H9014 H1931,Tj  Pp3ms,H2009 H9043,Tj Sp3ms
Jer,18,10,2,הָ/רַע֙,"K= ha./ra.'ah (הָ/רָעָה) ""the/ evil"" (H9009/H7451I=HTd/Ncfsa)",H7451H,HTd Aamsa,H7451I,HTd Ncfsa
Jer,18,16,4,שְׁרִיק֣וֹת,"K= she.ru.kat (שְׁרוּקַת) ""a hissing of"" (H8322=HNcfpc)",H8292,HNcfpc,H8322,HNcfpc
Jer,18,22,11,שׁוּחָה֙,"K= shi.chah (שִׁיחָה) ""a pit"" (H7882=HNcfsa)",H7745,HNcfsa,H7882,HNcfsa
Jer,21,12,22,מַעַלְלֵי/כֶֽם\׃,"K= ma.'a.lei./hem (מַעַלְלֵי/הֶם\׃) ""deeds/ their"" (H4611/H9028\H9016=HNcmpc/Sp3mp)",H4611 H9026 H9016,HNcmpc Sp2mp,H4611 H9028 H9016,HNcmpc Sp3mp
Jer,23,18,12,דְּבָר֖/וֹ,"K= de.va.r/i (דְּבָרִ/י) ""word/ my"" (H1697G/H9020=HNcbsc/Sp1bs)",H1697G H9023,HNcmsc Sp3ms,H1697G H9020,HNcbsc Sp1bs
Jer,24,9,2,לְ/זַעֲוָ֣ה,"K= li/z.va.'ah (לִ/זְוָעָה) ""into/ a terror"" (H9005/H2113=HR/Ncfsa)",H9005 H2189,HR Ncfsa,H9005 H2113,HR Ncfsa
Jer,29,18,7,לְ/זַעֲוָ֜ה,"K= li/z.va.'ah (לִ/זְוָעָה) ""into/ a terror"" (H9005/H2113=HR/Ncfsa)",H9005 H2189,HR Ncfsa,H9005 H2113,HR Ncfsa
Jer,29,23,18,הַ/יּוֹדֵ֥עַ,"K= hu.//yo.de.'a (הוּ//יֹדֵעַ) ""[am] he [who]// knows"" ({H1931}//H3045=HPp3ms//Vqrmsa)",H3045,HTd Vqrmsa,{H1931}  H3045,HPp3ms  Vqrmsa
Jer,31,38,2,יָמִ֥ים/ /בָּאִ֖ים,"K= ya.Mim (יָמִ֥ים) ""days"" (H3117G=HNcmpa)",H3117G   H0935G,HNcmpa  Vqrmpa,H3117G,HNcmpa
Jer,31,39,3,קָ֤ו,"K= ke.veh (קְוֵה) ""[the] line of"" (H6961=HNcbsc)",H6957B,HNcmsc,H6961,HNcbsc
Jer,31,40,6,הַ/שְּׁדֵמוֹת֩,"K= ha./she.re.mot (הַ/שְּׁרֵמוֹת) ""the/ terraced fields"" (H9009/H8309=HTd/Ncfpa)",H7709,HTd Ncfpa,H8309,HTd Ncfpa
Jer,34,17,29,לְ/זַעֲוָ֔ה,"K= li/z.va.'ah (לִ/זְוָעָה) ""into/ a terror"" (H9005/H2113=HR/Ncfsa)",H9005 H2189,HR Ncfsa,H9005 H2113,HR Ncfsa
Jer,37,19,1,וְ/אַיֵּה֙,"K= ve./'ai.y/ov (וְ/אַיּ/וֹ) ""and/ where [is]?/ he"" (H9002/H0335/H9043=HC/Ti/Sp3ms)",H0346,Ti,H0335 H9043,Ti Sp3ms
Jer,38,16,10,,"K= 'et (אֵת) ""<obj.>"" (H0853=HTo)",,,H0853,HTo
Jer,39,12,11,,"K= 'im (אִם) ""except"" (H0518B=HTc)",,,H0518B,HTc
Jer,41,17,4,כִּמְהָ֔ם,"K= khe.mo./hem (כְּמוֹ/הֶם) ""like/ them"" (H3644G/H9038=HR/Sp3mp)",H3644H,HNpl,H3644G H9038,HR Sp3mp
Jer,42,6,9,אֲנַ֜חְנוּ,"K= 'a.nu (אֲנוּ) ""we"" (H0580=HPp1bp)",H0587,HPp1bp,H0580,HPp1bp
Jer,42,20,2,הִתְעֵיתֶם֮,"K= hit.'e.tei/m (הִתְעֵתֶי/ם) ""I caused to err/ them"" (H8582/H9038=HVhp1cs/Sp3mp)",H8582,HVhp2mp,H8582 H9038,HVhp1cs Sp3mp
Jer,43,11,1,וּ/בָ֕א,"K= u./va.'a/h (וּ/בָאָ/ה) ""and/ he will come to/ it"" (H9001/H0935G/H9034=Hc/Vqq3fs/Sp3fs)",H0935G,Vqq3ms,H0935G H9034,Vqq3fs Sp3fs
Jer,48,44,1,הַ/נָּ֞ס,"K= ha./nis (הַ/נִּיס) ""the/ fugitive"" (H9009/H5211=HTd/Ncbsa)",H5127,HTd Vqrmsa,H5211,HTd Ncbsa
Jer,49,30,18,עֲלֵי/כֶ֖ם,"K= 'a.lei./hem (עֲלֵי/הֶם) ""on/ them"" (H5921A/H9038=HRd/Sp3mp)",H5921A H9036,HRd Sp2mp,H5921A H9038,HRd Sp3mp
Jer,49,36,21,עֵילָֽם\׃,"K= o.lam (עוֹלָם\׃) ""perpetuity"" (H5769G\H9016=HNcbsa)",H5867A H9016,HNpl,H5769G H9016,HNcbsa
Jer,50,6,8,שֽׁוֹבְב֑וּ/ם,"K= shoe.vim (שׁוֹבֵבִים) ""backsliding"" (H7726=HAampa)",H7726 H9038,HVpp3cp Sp3mp,H7726,HAampa
Jer,50,29,12,יְהִי/־/לָ/הּ֙,"K= ye.hi- (יְהִי) ""it be"" (H1961=HVqj3ms)",H1961 H9014 H9005 H9034,HVqj3ms  Rd Sp3fs,H1961,HVqj3ms
Jer,51,3,3,,"K= yid.rokh (יִדְרֹךְ) ""he bend"" (H1869=HVqi3ms)",,,H1869,HVqi3ms
Jer,51,34,1,אֲכָלַ֣/נִי,"K= 'a.kha.la./nu (אֲכָלָ/נוּ) ""he devoured/ us"" (H0398/H9035=HVqp3ms/Sp1bp)",H0398 H9030,HVqp3ms Sp1bs,H0398 H9035,HVqp3ms Sp1bp
Jer,51,34,2,הֲמָמַ֗/נִי,"K= ha.ma.ma./nu (הֲמָמָ/נוּ) ""he confused/ us"" (H2000/H9035=HVqp3ms/Sp1bp)",H2000 H9030,HVqp3ms Sp1bs,H2000 H9035,HVqp3ms Sp1bp
Jer,51,34,6,הִצִּיגַ֙/נִי֙,"K= hi.tzi.ga./nu (הִצִּיגָ/נוּ) ""he set down/ us"" (H3322/H9035=HVhp3ms/Sp1bp)",H3322 H9030,HVhp3ms Sp1bs,H3322 H9035,HVhp3ms Sp1bp
Jer,51,34,9,בְּלָעַ֙/נִי֙,"K= be.la.'a./nu (בְּלָעָ/נוּ) ""he swallowed/ us"" (H1104/H9035=HVqp3ms/Sp1bp)",H1104 H9030,HVqp3ms Sp1bs,H1104 H9035,HVqp3ms Sp1bp
Jer,51,34,14,הֱדִיחָֽ/נִי\׃,"K= he.di.cha./nu (הֱדִיחָ/נוּ\׃) ""he rinsed out/ us"" (H1740/H9035\H9016=HVhp3ms/Sp1bp)",H1740 H9030 H9016,HVhp3ms Sp1bs,H1740 H9035 H9016,HVhp3ms Sp1bp
Jer,52,11,12,בֵֽית,"K= ve./veit- (בְ/בֵית) ""in/ [the] house of"" (H9003/H1004B=HR/Ncbsc)",H1004B,HNcmsc,H9003 H1004B,HR Ncbsc
Lam,1,6,2,,"K= min- (מִן\־) ""from"" (H4480A\H9014=HR)",,,H4480A H9014,HR
Lam,1,6,3,מִ/בַּת,"K= vat- (בַּת) ""[the] daughter of"" (H1323G=HNcfsc)",H9006 H1323G,HR Ncfsc,H1323G,HNcfsc
Lam,1,11,7,מַחֲמַדֵּי/הֶ֛ם,"K= ma.cha.mo.dei./hem (מַחֲמוֹדֵּי/הֶם) ""precious things/ their"" (H4262/H9028=HNcmpc/Sp3mp)",H4261 H9028,HNcmpc Sp3mp,H4262 H9028,HNcmpc Sp3mp
Lam,3,10,5,אֲרִ֖י,"K= 'ar.yeh (אַרְיֵה) ""a lion"" (H0738B=HNcbsa)",H0738A,HNcmsa,H0738B,HNcbsa
Lam,3,39,7,חֲטָאָֽי/ו\׃\ \ס,"K= chet.'o/v (חֶטְא/וֹ\׃\ \ס) ""sin/ his"" (H2399/H9023\H9016\ \H9018=HNcmsc/Sp3ms)",H2399 H9023 H9016   H9018,HNcmpc Sp3ms,H9018,HNcmsc Sp3ms
Lam,4,3,2,תַּנִּים֙,"K= ta.nin (תַּנִּין) ""serpents"" (H8577M=HNcmpa)",H8577A,HNcmpa,H8577M,HNcmpa
Lam,4,3,10,,"K= ki (כִּי) ""for"" (H3588A=HTc)",,,H3588A,HTc
Lam,4,3,11,כַּ/יְעֵנִ֖ים,"K= e.nim (עֵנִים) ""springs"" (H5869M=HNcfpa)",H9004 H3283,HTd Ncmpa,H5869M,HNcfpa
Lam,4,17,1,עוֹדֵ֙י/נוּ֙,"K= o.de/i.nah (עוֹדֵ/ינָה) ""yet/ they"" (H5750/H9049=HAcbsa/Sp3fp)",H5750 H9045,HAcmpc Sp1bp,H5750 H9049,HAcbsa Sp3fp
Lam,5,1,6,הַבִּ֖יטָ/ה,"K= ha.beit (הַבֵּיט) ""look"" (H5027=HVhv2ms)",H5027 H9012,HVhv2ms Sh,H5027,HVhv2ms
Ezk,1,8,1,וִ/ידֵ֣י,"K= ve./ya.do/v (וְ/יָד/וֹ) ""and/ hands of/ its"" (H9002/H3027G/H9023=HC/Ncbsc/Sp3ms)",H3027G,Ncbdc,H3027G H9023,Ncbsc Sp3ms
Ezk,3,15,10,וָֽ/אֵשֵׁ֔ב,"K= va./'a.Sher (וַ/אֲשֶׁר) ""and/ where"" (H9002/H0834A=HC/Tr)",H3427,Vqw1cs,H0834A,Tr
Ezk,4,6,7,הַ/יְמָנִי֙,"K= ha/y.mo.ni (הַ/יְמוֹנִי) ""<the>/ right"" (H9009/H3227A=HTd/Ncbsa)",H3233G,HTd Aamsa,H3227A,HTd Ncbsa
Ezk,7,21,8,וְ/חִלְּלֽוּ/הוּ\׃,"K= ve./chil.lu./ha (וְ/חִלְּלֻ/הָ\׃) ""and/ they will profane/ it"" (H9001/H2490H/H9034\H9016=Hc/Vpq3cp/Sp3ms)",H2490H H9033 H9016,Vpq3cp Sp3fs,H2490H H9034 H9016,Vpq3cp Sp3ms
Ezk,8,6,7,מָ֣ה/הֵ֣ם,"K= me./hem (מֵ/הֶם) ""what/ [are] they"" (H4100/H9048=HPi/Sp3mp)",H4100 H1992,HPi Pp3mp,H4100 H9048,HPi Sp3mp
Ezk,9,5,8,אַל,"K= al- (עַל) ""on"" (H5921A=HR)",H0408,HTn,H5921A,HR
Ezk,9,11,12,כְּ/כֹ֖ל/ /אֲשֶׁ֥ר,"K= kha./'a.Sher (כַ/אֲשֶׁר) ""just/ as"" (H9004/H0834D=HR/Tr)",H9004 H3605   H0834A,HR Ncbsa  Tr,H9004 H0834D,HR Tr
Ezk,14,4,32,בָ֖א,"K= va/h (בָ/הּ) ""with/ it"" (H9003/H9034=HR/Sp3fs)",H0935G,HVqrmsa,H9003 H9034,HR Sp3fs
Ezk,23,16,1,וַ/תַּעְגְּבָ֥/ה,"K= va./ta'.gav (וַ/תַּעְגַּב) ""and/ she lusted"" (H9001/H5689=Hc/Vqw3fs)",H5689 H9012,Vqw3fs Sh,H5689,Vqw3fs
Ezk,23,42,10,סָבָאִ֖ים,"K= soa.'im (סוֹבָאִים) ""drunkards"" (H5433B=HVqrmpa)",H5436,HNcmpa,H5433B,HVqrmpa
